dataset,layer,num_rows,query_position_mode,mean_prev_loop_mass,mean_last_prev_loop_mass,mean_prompt_mass,mean_current_trigger_mass,mean_recent_nonloop_mass,mean_other_completion_mass,top1_fraction_previous_loop,top1_fraction_last_previous_loop,top1_fraction_prompt,top1_fraction_current_trigger,top1_fraction_recent_nonloop,top1_fraction_other_completion
livecodebench,20,462,pre_trigger_start,0.1619264615590793,0.06172946041265454,0.40006190054602436,0.0,0.15136333469183536,0.286648309172748,0.08400974025974026,0.06074134199134199,0.7877435064935064,0.0,0.09889069264069264,0.029356060606060608
livecodebench,21,462,pre_trigger_start,0.15056194916762639,0.03516786764341848,0.4576704856895265,0.0,0.10035599091233136,0.2914115829933515,0.06534090909090909,0.029626623376623376,0.8920454545454546,0.0,0.025162337662337664,0.0174512987012987
livecodebench,22,462,pre_trigger_start,0.12817168160285236,0.048029600175070374,0.4691202776643621,0.0,0.14378751772309722,0.2589205268496301,0.018668831168831168,0.015827922077922076,0.9426406926406926,0.0,0.027326839826839828,0.011363636363636364
livecodebench,23,462,pre_trigger_start,0.10907483607070981,0.0427457717519699,0.533628595855845,0.0,0.12148737822038431,0.23580920125369903,0.036525974025974024,0.028544372294372296,0.8356331168831169,0.0,0.04004329004329004,0.08779761904761904
livecodebench,24,462,pre_trigger_start,0.10605829277124207,0.03736739306802886,0.571906279304843,0.0,0.10450268128218565,0.217532756653699,0.023133116883116884,0.020833333333333332,0.922077922077922,0.0,0.03192640692640693,0.022862554112554112
livecodebench,25,462,pre_trigger_start,0.08422957588510298,0.021658718644994617,0.5740180309716757,0.0,0.07928265056253342,0.2624697518329342,0.015963203463203464,0.005546536796536797,0.9211309523809523,0.0,0.015963203463203464,0.046942640692640696
livecodebench,26,462,pre_trigger_start,0.08663142197241289,0.029629178205731795,0.545757821111968,0.0,0.061943016345088586,0.3056677446511143,0.018127705627705628,0.016233766233766232,0.8990800865800865,0.0,0.0045995670995671,0.07819264069264069
livecodebench,27,462,pre_trigger_start,0.08053960919342895,0.044700355427574015,0.6302064703656481,0.0,0.09781624797229692,0.1914376818224207,0.03530844155844156,0.030844155844155844,0.8676948051948052,0.0,0.021103896103896104,0.07589285714285714
math500,0,68,pre_trigger_start,0.25875391484484733,0.16333702532339137,0.0012135920864880865,0.0,0.3332546692040256,0.406777827805319,0.2757352941176471,0.2536764705882353,0.0009191176470588235,0.0,0.4108455882352941,0.3125
math500,1,68,pre_trigger_start,0.24808393859112746,0.13385147538632308,0.007974517547100893,0.0,0.4172842635992257,0.32665727755931373,0.24908088235294118,0.19393382352941177,0.003676470588235294,0.0,0.5376838235294118,0.20955882352941177
math500,2,68,pre_trigger_start,0.2369403052075273,0.12562647331223536,0.00639852425614235,0.0,0.3934902811751646,0.36317089382175577,0.25643382352941174,0.1801470588235294,0.003676470588235294,0.0,0.5165441176470589,0.22334558823529413
math500,3,68,pre_trigger_start,0.1147149575922145,0.04754450395458822,0.5613857441965271,0.0,0.1469085045323214,0.1769908004481455,0.05330882352941176,0.029411764705882353,0.8759191176470589,0.0,0.05330882352941176,0.017463235294117647
