label,layer,prompt_token_share,previous_loop_token_share,current_trigger_token_share,other_completion_token_share,prompt_mass,previous_loop_mass,current_trigger_mass,other_completion_mass,prompt_enrichment,previous_loop_enrichment,current_trigger_enrichment,other_completion_enrichment
Trigger end,20,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.4113671605816311,0.06498062163453582,0.18013379077912847,0.34351842700470464,8.100598292891222,0.9423499655352287,43.50982743030812,0.3920898616071736
Trigger end,21,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.4871163466708728,0.06645071187025595,0.08736353270989715,0.35906940874897414,9.592243193896017,0.9636692365442991,21.10193881707914,0.4098396584175869
Trigger end,22,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.49605190537125793,0.05848980048566864,0.16048949554048103,0.28496879860259244,9.768201263694362,0.8482199782856228,38.76491037656338,0.32526166872824774
Trigger end,23,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.5641179627907702,0.06452099560919584,0.16570186636579462,0.2056591752342393,11.108550813611638,0.9356844619090211,40.02391544236053,0.23473814275102625
Trigger end,24,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.6005533886602569,0.0477264705586331,0.12758080557025464,0.22413933521085538,11.82603333745194,0.6921300036031469,30.816088473860347,0.2558312859366481
Trigger end,25,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.6057690260736628,0.06813390428084379,0.07504852282161263,0.2510485468238808,11.928739113643795,0.988078918541918,18.127350025469244,0.2865452978436856
Trigger end,26,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.5691805296702684,0.04784059305026503,0.09527957098588402,0.2876993062935825,11.208242341160233,0.6937850097165232,23.013992395867255,0.32837825374528073
Trigger end,27,0.050782318256989895,0.06895593358209402,0.0041400713681905045,0.8761216767927256,0.6385608976557575,0.03146813181263028,0.1764682981928606,0.1535026723387516,12.574473154696188,0.45635132725984434,42.62445801024666,0.1752070247830057
Trigger start,0,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.003379984264746917,0.21036090310154834,0.0,0.7862591126337047,0.06616097621438828,3.0303991893383753,0.0,0.893988453162699
Trigger start,1,0.05108727921115316,0.06941689525315517,0.0,0.8794958255356925,0.019801332778527036,0.19877123421301512,0.0,0.7814274330084579,0.38759810826261604,2.8634417239221093,0.0,0.8884947606573321
